Gender,Age,Married,Number_of_Dependents,City,avg_age,avg_monthly_charge,avg_total_charge
Female,43,Yes,3,"El Cerrito",43.0000,80.45,1137.05
Male,53,No,0,Tujunga,53.0000,118.35,7804.15
Female,55,Yes,0,"San Geronimo",55.0000,80.9,1714.95
Male,47,Yes,0,Azusa,47.0000,83.2,6126.1
Male,55,Yes,3,Ontario,55.0000,60.35,1404.65
Male,44,No,0,"Chula Vista",44.0000,20.25,20.25
Female,38,No,0,"June Lake",38.0000,20.3,470.6
Male,78,Yes,0,"San Ysidro",78.0000,64.8,4732.35
Male,39,Yes,3,Sacramento,39.0000,49.2,571.15
Male,51,No,0,Riverside,51.0000,43.75,903.6
Male,22,Yes,0,Greenview,22.0000,77.3,5498.2
Male,47,Yes,3,"Yorba Linda",47.0000,114.55,8306.05
Female,44,Yes,0,Clayton,44.0000,26,2006.95
Male,45,No,0,"Villa Park",45.0000,54.85,916.15
Female,20,Yes,0,Alviso,20.0000,80,1706.45
Male,33,Yes,1,"Newbury Park",33.0000,90.35,434.5
Female,45,Yes,1,"Lemon Grove",45.0000,108.75,7493.05
Female,63,Yes,1,Oxnard,63.0000,20,833.55
Female,42,Yes,3,"San Francisco",42.0000,100.4,4303.65
Male,27,No,0,Burbank,27.0000,55.75,266.95
Female,21,Yes,0,Georgetown,21.0000,86.4,6058.95
Male,52,No,3,"Rancho Santa Fe",52.0000,25,1004.35
Female,30,No,0,Perris,30.0000,60.25,1258.35
Male,27,Yes,0,Alleghany,27.0000,61,2130.45
Male,60,Yes,0,Gustine,60.0000,69.15,2490.15
Male,78,No,0,Burlingame,78.0000,73.3,828.05
Female,35,No,0,Caliente,35.0000,56.7,1652.95
Male,22,Yes,2,Sacramento,22.0000,25,1738.9
Female,55,Yes,0,Sacramento,55.0000,45.35,2540.1
Male,75,No,0,"Stinson Beach",75.0000,79.25,793.55
Male,30,Yes,0,Gardena,30.0000,89.45,5692.65
Female,60,Yes,1,"Chula Vista",60.0000,20.5,1500.95
Female,44,No,0,Upland,44.0000,51.2,498.25
Female,36,No,0,Pasadena,36.0000,45.3,196.95
Male,44,No,0,Mojave,44.0000,79.05,5552.5
Female,58,Yes,2,Ocotillo,58.0000,59.75,3996.8
Male,24,No,0,Glendora,24.0000,19.95,1399.35
Male,39,No,0,Albion,39.0000,26.45,1110.05
Female,24,No,0,Sunnyvale,24.0000,19.45,1336.35
Male,22,No,0,"Mountain Ranch",22.0000,44.65,322.5
Male,47,Yes,0,Chilcoot,47.0000,39.15,2692.75
Female,66,No,0,Lockwood,66.0000,96.4,1581.2
Male,24,No,0,"Mount Shasta",24.0000,21.1,385.55
Male,38,Yes,3,"Los Angeles",38.0000,19.4,997.75
Female,79,No,0,"Rio Vista",79.0000,59.9,287.85
Female,51,Yes,0,"San Jose",51.0000,64.7,941
Male,74,No,0,"San Pedro",74.0000,77,237.75
Female,53,Yes,2,Delhi,53.0000,53.85,3399.85
Female,37,Yes,1,Flournoy,37.0000,34.65,246.6
Female,29,No,0,Phelan,29.0000,25.2,25.2
Female,70,Yes,0,Corona,70.0000,116.05,6925.9
Male,53,No,0,Visalia,53.0000,20.45,20.45
Male,66,No,0,Palmdale,66.0000,24.45,47.5
Female,44,No,0,Caruthers,44.0000,68.9,1370.35
Male,46,Yes,0,"San Francisco",46.0000,115.55,8425.3
Female,35,Yes,2,Occidental,35.0000,107.45,7658.3
Male,55,No,0,Jamul,55.0000,90.4,356.65
Male,53,No,1,Alhambra,53.0000,21.05,21.05
Female,47,Yes,0,"Spring Valley",47.0000,103.75,3361.05
Male,45,Yes,0,Merced,45.0000,93.15,5253.95
Male,30,No,0,Anaheim,30.0000,70.5,597.9
Male,57,No,0,"San Diego",57.0000,95.7,1184
Male,70,No,0,"Los Angeles",70.0000,97.8,4913.3
Female,22,Yes,1,Danville,22.0000,24.15,800.3
Female,39,No,0,Arnold,39.0000,50.45,50.45
Female,34,Yes,0,"Santa Barbara",34.0000,19.85,1328.35
Male,33,No,0,Glendale,33.0000,47.95,47.95
Female,69,Yes,0,Fallbrook,69.0000,93.2,2931
Female,19,No,0,Malibu,19.0000,41.15,1700.9
Female,48,Yes,1,"Campo Seco",48.0000,24.65,1138.8
Male,55,No,0,"Los Angeles",55.0000,55,1046.5
Female,64,No,0,Northridge,64.0000,94.4,2638.1
Male,63,No,0,Paicines,63.0000,19.4,168.65
Female,33,Yes,1,Newhall,33.0000,76.45,4519.5
Female,73,No,0,"Indian Wells",73.0000,70.6,70.6
Female,33,Yes,0,Nipomo,33.0000,110.45,7982.5
Female,24,Yes,0,Rialto,24.0000,75.5,5229.45
Male,55,Yes,0,"Los Angeles",55.0000,73.6,3522.65
Male,54,No,0,"Thousand Palms",54.0000,61.3,249.4
Female,48,No,0,"Green Valley Lake",48.0000,104.15,2494.65
Male,61,No,0,Auberry,61.0000,50.8,463.6
Female,38,Yes,1,Cypress,38.0000,19.85,144.15
Female,45,No,0,"Redwood City",45.0000,59.95,3921.1
Male,27,No,0,Termo,27.0000,20.05,299.3
Male,53,Yes,0,"San Luis Obispo",53.0000,53.15,1930.9
Male,32,No,3,"San Jose",32.0000,39.95,1023.75
Female,56,No,0,Benicia,56.0000,75.15,525
Female,80,Yes,0,Pomona,80.0000,107.55,4533.9
Male,36,No,0,"Le Grand",36.0000,20.15,785.75
Male,61,No,1,Seeley,61.0000,40.65,947.4
Female,39,Yes,3,Berkeley,39.0000,69.75,3557.7
Female,50,No,0,Cotati,50.0000,19.65,19.65
Male,76,No,0,Bakersfield,76.0000,104.65,2964
Female,56,No,0,"Santa Clara",56.0000,71.1,4299.2
Female,68,Yes,0,"Berry Creek",68.0000,78.45,5682.25
Female,64,No,0,"Trabuco Canyon",64.0000,86.3,1180.95
Male,71,Yes,0,Wrightwood,71.0000,89.8,914.3
Male,23,Yes,0,Bakersfield,23.0000,66.5,4811.6
Male,34,No,2,"Los Angeles",34.0000,50.1,484.05
Female,57,No,0,Gardena,57.0000,80.75,3469.725
Female,25,Yes,0,Ripon,25.0000,19.45,1225.65
Male,21,No,0,Oakland,21.0000,49.25,90.35
Male,77,Yes,0,"North San Juan",77.0000,80.3,5017.7
Female,35,No,0,Chico,35.0000,41.1,1597.05
Female,25,Yes,0,Glendale,25.0000,45,45
Female,46,No,0,"Union City",46.0000,95.35,660.9
Female,31,No,0,"Saint Helena",31.0000,24.35,1423.85
Male,75,Yes,0,Fallbrook,75.0000,74.4,306.6
Female,51,No,0,"San Jose",51.0000,50.65,151.3
Male,32,No,0,"San Bernardino",32.0000,74.35,74.35
Male,22,No,0,"Carmel By The Sea",22.0000,86.05,6309.65
Male,68,Yes,0,Temecula,68.0000,101,4388.4
Female,72,No,0,"Hermosa Beach",72.0000,69.6,69.6
Male,43,Yes,0,"Fort Bragg",43.0000,100.3,6754.35
Male,34,Yes,1,"Santa Ana",34.0000,101.15,3956.7
Female,62,Yes,1,"Los Angeles",62.0000,20.3,1079.05
Male,60,No,0,Avalon,60.0000,71.65,71.65
Female,58,Yes,0,"Rancho Cucamonga",58.0000,84.9,764.95
Female,41,No,0,"Lake Arrowhead",41.0000,59.4,1952.8
Female,37,Yes,3,"San Mateo",37.0000,100.6,5611.7
Female,53,Yes,0,Nubieber,53.0000,77.95,3384
Female,57,Yes,1,Irvine,57.0000,20.05,284.3
Male,26,No,0,"Pleasant Hill",26.0000,56.75,245.15
Female,60,No,0,Sebastopol,60.0000,84.5,5193.2
Male,55,No,0,Palermo,55.0000,95.9,2448.75
Male,34,No,0,"Thousand Oaks",34.0000,19.45,19.45
Male,73,Yes,1,Sacramento,73.0000,19.5,1193.55
Male,22,Yes,0,"Sun City",22.0000,100.05,3480
Female,45,No,0,"Castro Valley",45.0000,84.7,6185.15
Male,80,No,0,Columbia,80.0000,60.05,1236.15
Female,49,Yes,2,"Long Beach",49.0000,55.7,3131.8
Male,64,Yes,1,Paramount,64.0000,69.4,3058.3
Male,40,Yes,0,"Frazier Park",40.0000,100.9,6733.15
Female,53,No,0,"Buena Park",53.0000,20.65,835.15
Male,49,Yes,0,Millville,49.0000,65.6,250.1
Female,52,No,0,Lakehead,52.0000,62.5,4136.4
Female,21,Yes,1,"California Hot Springs",21.0000,25.25,394.85
Female,41,No,0,Bridgeport,41.0000,90.05,5817
Female,37,No,0,Arcata,37.0000,54.2,1423.15
Male,26,No,0,"Angels Camp",26.0000,19.4,93.4
Male,34,No,0,Grimes,34.0000,95.65,167.3
Male,42,No,0,Oakland,42.0000,90.65,6322.1
Male,79,No,0,Arcadia,79.0000,91.4,449.75
Male,48,No,2,Oakland,48.0000,79.5,5196.1
Male,47,Yes,0,"Santa Cruz",47.0000,83.55,477.55
Male,37,Yes,3,"Rancho Cucamonga",37.0000,92.2,2568.15
Female,75,Yes,1,"Rio Vista",75.0000,95.3,5567.45
Female,62,Yes,0,Novato,62.0000,20.7,1032.05
Female,76,Yes,3,"French Camp",76.0000,103.9,6767.1
Male,55,No,0,Salinas,55.0000,75.7,189.2
Female,56,No,0,"Marina Del Rey",56.0000,78.45,3373.4
Male,24,Yes,0,Guadalupe,24.0000,20.55,1305.95
Male,62,Yes,0,Albany,62.0000,83.75,2070.6
Male,51,No,0,"Lake Forest",51.0000,20,198.6
Female,53,No,0,Glendale,53.0000,25.6,1790.35
Male,58,Yes,0,Galt,58.0000,99.85,990.9
Male,62,No,0,Fontana,62.0000,76.05,318.9
Female,72,No,0,"Thousand Oaks",72.0000,80.45,5224.35
Male,24,No,3,Sacramento,24.0000,50.05,50.05
Male,62,Yes,3,"Agoura Hills",62.0000,56.7,113.55
Female,40,Yes,1,"San Diego",40.0000,24.1,861.85
Female,77,No,0,Fresno,77.0000,39.85,1434.6
Female,41,No,0,Oakland,41.0000,115.05,8405
Female,56,No,0,Carmichael,56.0000,44.45,369.3
Male,57,No,0,Winterhaven,57.0000,78.7,1495.1
Male,46,No,0,Norco,46.0000,19.6,356.15
Male,45,No,0,Salinas,45.0000,18.8,1094.35
Male,32,Yes,2,"Baldwin Park",32.0000,94.9,3616.25
Male,32,Yes,3,Descanso,32.0000,104.6,6885.75
Male,62,No,0,Clayton,62.0000,55.1,1253.15
Female,32,Yes,0,"Palo Verde",32.0000,-3,5497.05
Female,61,Yes,3,"San Diego",61.0000,74.35,5237.4
Male,40,Yes,0,"San Pedro",40.0000,79.4,5528.9
Male,80,No,0,Temecula,80.0000,73.65,73.65
Female,36,No,0,Fresno,36.0000,67.8,842.25
Male,56,Yes,3,Guerneville,56.0000,115.55,7159.05
Female,30,No,0,Hume,30.0000,89.35,461.7
Female,71,No,0,"San Diego",71.0000,69.05,318.5
Female,30,No,0,Guatay,30.0000,76.05,2227.8
Male,67,No,0,"Lucerne Valley",67.0000,80.55,1411.65
Female,76,No,0,"Rancho Santa Margarita",76.0000,108.95,7111.3
Female,66,No,0,Waterford,66.0000,55.65,2421.75
Male,62,No,0,Soulsbyville,62.0000,90.4,2820.65
Male,47,No,0,Tujunga,47.0000,73.85,1424.5
Female,63,Yes,0,Malibu,63.0000,55.15,3673.15
Male,28,No,0,Kernville,28.0000,20.1,401.85
Female,69,No,0,Novato,69.0000,100.8,1308.1
Female,40,No,0,Stonyford,40.0000,19.75,806.95
Female,61,Yes,3,Sacramento,61.0000,59.8,3246.45
Male,20,No,0,Kirkwood,20.0000,-6,707.5
Male,50,Yes,0,Fortuna,50.0000,115.8,8332.15
Male,35,Yes,2,"Travis Afb",35.0000,19.5,1147.85
Female,61,No,0,Lemoore,61.0000,24.75,692.1
Male,74,Yes,0,Alderpoint,74.0000,85.6,1345.55
Female,42,No,0,Twain,42.0000,75.35,1025.95
Male,61,Yes,2,"Huntington Beach",61.0000,25.75,1345.85
Male,21,No,0,"Moreno Valley",21.0000,106.45,6300.15
Female,58,Yes,0,"Playa Del Rey",58.0000,20.05,1102.4
Female,22,No,0,"Long Beach",22.0000,73.5,632.2
Male,36,No,0,Coachella,36.0000,77.4,206.15
Female,51,No,0,Pacoima,51.0000,80.05,1112.3
Male,31,No,0,Weimar,31.0000,20.8,1521.2
Male,62,No,0,"San Pedro",62.0000,96.75,3403.4
Male,21,Yes,0,"Huntington Beach",21.0000,63.85,4264.6
Male,41,Yes,0,Cottonwood,41.0000,70.55,3420.5
Female,79,Yes,3,Ivanhoe,79.0000,104.5,5068.05
Male,34,Yes,0,Annapolis,34.0000,77.5,1625
Male,37,No,0,Atwater,37.0000,20.45,20.45
Female,20,Yes,3,Lawndale,20.0000,112.35,7388.45
Female,50,No,0,"San Leandro",50.0000,19.8,19.8
Male,24,Yes,0,Duarte,24.0000,49.75,331.3
Male,49,No,0,Covina,49.0000,90.95,1612.2
Male,37,Yes,0,"Big Bar",37.0000,106,4178.65
Male,23,No,0,"San Diego",23.0000,89.85,2165.05
Male,51,Yes,0,"Los Altos",51.0000,107.2,7317.1
Male,77,Yes,0,Vina,77.0000,84.8,6141.65
Female,57,No,0,"Long Beach",57.0000,19.5,19.5
Female,40,No,0,"Arroyo Grande",40.0000,54.45,1893.5
Female,37,Yes,2,Fresno,37.0000,60,2768.65
Male,48,No,0,Stockton,48.0000,19.75,294.9
Male,27,No,0,Idyllwild,27.0000,19.65,351.55
Female,54,Yes,1,Berkeley,54.0000,20.2,746.05
Male,65,No,0,"San Diego",65.0000,79.1,79.1
Female,78,Yes,0,Merced,78.0000,92.45,6440.25
Male,51,No,0,Moraga,51.0000,35,1782.4
Female,64,No,0,Calistoga,64.0000,75.6,535.55
Male,60,No,0,Bellflower,60.0000,50.55,3260.1
Female,52,Yes,3,"Garden Grove",52.0000,20.3,749.35
Male,24,Yes,0,"Morgan Hill",24.0000,64.95,4523.25
Female,47,No,0,Malibu,47.0000,74.65,3090.65
Male,40,Yes,3,Claremont,40.0000,111.1,6555.2
Female,53,No,0,Fontana,53.0000,24.7,1642.75
Male,31,No,1,Jenner,31.0000,64.95,4551.5
Male,50,No,0,Torrance,50.0000,94.35,3921.3
Female,54,No,0,Fallbrook,54.0000,50.6,249.95
Male,41,No,0,Pinole,41.0000,86.6,86.6
Female,21,No,0,"Crescent Mills",21.0000,19.55,19.55
Male,77,Yes,1,Temecula,77.0000,115.75,8399.15
Female,45,No,2,Escalon,45.0000,25.3,454.65
Male,59,Yes,3,Applegate,59.0000,74.05,2802.3
Female,53,Yes,0,"Palo Alto",53.0000,95.6,4783.5
Female,57,Yes,2,Tujunga,57.0000,20.3,31.9
Male,55,Yes,3,"San Bernardino",55.0000,25.4,313
Female,33,No,0,Riverside,33.0000,49.1,679.55
Male,29,No,0,Helendale,29.0000,73.6,232.5
Female,64,Yes,0,"Santa Ana",64.0000,-10,4492.9
Female,27,No,0,"Los Altos",27.0000,20.7,20.7
Female,75,Yes,0,Madison,75.0000,94.25,3217.55
Female,56,Yes,0,Fresno,56.0000,90.75,512.25
Male,80,Yes,0,"Chula Vista",80.0000,84.2,4146.05
Female,79,No,0,Cerritos,79.0000,66.05,1652.4
Female,40,No,0,Seeley,40.0000,51.975,1668.825
Male,51,Yes,0,Anza,51.0000,104.65,2542.45
Male,62,No,0,Escondido,62.0000,60.05,4176.7
Male,48,No,3,Riverdale,48.0000,24.8,1424.2
Male,38,No,0,Sacramento,38.0000,53.95,2375.4
Male,32,Yes,0,Compton,32.0000,78.9,3650.35
Female,79,Yes,0,"San Pablo",79.0000,116.75,8277.05
Female,35,No,0,"San Jose",35.0000,69.8,1221.65
Male,39,Yes,0,"Pinon Hills",39.0000,75.2,3901.25
Male,71,Yes,0,"Running Springs",71.0000,79.4,5154.6
Female,26,No,2,Magalia,26.0000,99.8,4391.25
Male,40,No,0,Kyburz,40.0000,20.15,163.7
Male,68,Yes,0,Forbestown,68.0000,100.05,4871.05
Female,34,No,3,"Marina Del Rey",34.0000,78.95,927.35
Female,26,Yes,3,"Seiad Valley",26.0000,95.9,6954.15
Female,25,Yes,0,Capitola,25.0000,79.7,165
Male,65,No,0,"Lake Elsinore",65.0000,71.65,71.65
Male,37,Yes,0,Ballico,37.0000,40.15,1626.05
Male,20,Yes,2,Orosi,20.0000,81.95,5601.4
Male,47,No,0,"San Gabriel",47.0000,55,771.95
Female,43,Yes,0,Maywood,43.0000,90.55,6130.95
Male,59,Yes,2,Hood,59.0000,74.3,4018.35
Female,71,No,0,Ferndale,71.0000,46.35,672.7
Male,27,No,0,Oakdale,27.0000,29.65,118.5
Female,68,No,0,"Grizzly Flats",68.0000,106,6441.4
Female,30,No,3,"San Jose",30.0000,79.5,1264.2
Female,47,No,0,Burson,47.0000,54.15,101.65
Female,25,Yes,2,"Moss Landing",25.0000,100.45,7159.7
Female,37,No,0,Riverside,37.0000,44.75,148.05
Female,38,Yes,0,Tollhouse,38.0000,64.7,3093.1
Female,54,No,0,Whittier,54.0000,69.5,1800.05
Male,42,No,0,Sacramento,42.0000,38.45,1517.925
Male,33,No,0,"Portola Valley",33.0000,113.4,8164.1
Female,23,Yes,2,Tranquillity,23.0000,92.9,3379.25
Female,50,Yes,0,Newman,50.0000,45.55,2062.15
Male,48,No,0,Corona,48.0000,47.85,2356.75
Male,52,No,0,Amboy,52.0000,30.5,118.4
Male,27,No,0,Torrance,27.0000,75,209.1
Female,42,No,0,"Mountain Center",42.0000,105.45,5916.95
Female,75,No,0,Sacramento,75.0000,59.4,1023.9
Male,30,Yes,0,"North Fork",30.0000,90.65,3974.15
Male,35,No,0,Nicasio,35.0000,58.75,1696.2
Male,20,Yes,1,Sacramento,20.0000,20.65,654.85
Male,34,No,0,Clovis,34.0000,74,74
Male,26,Yes,2,"Los Angeles",26.0000,69.05,1958.45
Female,49,Yes,1,"Los Angeles",49.0000,88,6161.9
Male,32,No,0,Chico,32.0000,51.25,51.25
Female,78,No,0,Anderson,78.0000,76.25,2841.55
Male,72,Yes,0,Nuevo,72.0000,74.4,527.9
Male,36,No,0,"Elk Grove",36.0000,20.45,1042.65
Male,58,No,0,Gasquet,58.0000,83.8,4331.4
Male,40,No,0,Encinitas,40.0000,44.8,44.8
Male,29,No,0,Sunnyvale,29.0000,43.55,1011.5
Female,26,Yes,3,Palmdale,26.0000,110.2,7689.8
Female,67,Yes,0,Tecate,67.0000,87.3,6055.55
Female,25,Yes,0,Castella,25.0000,94.2,4186.3
Female,44,No,0,"Scott Bar",44.0000,100,3320.6
Male,44,No,0,"North Hills",44.0000,44.9,44.9
Male,50,Yes,1,Navarro,50.0000,19.85,1188.25
Male,50,No,0,Salinas,50.0000,24.85,62
Female,24,No,0,"Pilot Hill",24.0000,82.85,319.6
Female,39,Yes,0,Castella,39.0000,91.15,2995.45
Female,63,Yes,0,Roseville,63.0000,103.3,6518.35
Female,46,No,0,"Lake Elsinore",46.0000,31.05,347.25
Male,69,No,0,Armona,69.0000,44,44
Male,25,No,0,Walnut,25.0000,40,223.45
Female,21,Yes,3,"Los Angeles",21.0000,77.55,5574.35
Male,26,No,0,Calabasas,26.0000,69.05,1793.25
Male,60,Yes,2,Dunsmuir,60.0000,20.75,1123.15
Male,45,No,0,Olancha,45.0000,74.25,3089.1
Female,26,Yes,0,"San Diego",26.0000,81.9,2078.55
Female,20,Yes,2,Winterhaven,20.0000,85.95,858.6
Male,21,Yes,1,"West Covina",21.0000,59.7,1825.5
Male,34,Yes,0,"Pilot Hill",34.0000,54.95,568.85
Male,27,Yes,0,Guatay,27.0000,50.2,668.85
Male,34,No,2,Foresthill,34.0000,20.4,184.1
Female,65,Yes,0,Salinas,65.0000,24.3,1778.7
Female,55,No,0,Covina,55.0000,67.7,2882.25
Female,35,Yes,0,Avalon,35.0000,20.35,41.85
Male,62,No,0,Sacramento,62.0000,78.95,78.95
Male,30,No,0,Greenwood,30.0000,43.25,219
Female,27,Yes,2,Elmira,27.0000,35.05,1620.25
Female,44,No,0,"Rancho Santa Fe",44.0000,41.1,2258.25
Male,79,No,0,"Garden Grove",79.0000,20.5,429.55
Male,64,No,0,Hopland,64.0000,25.25,101.9
Female,29,Yes,0,"Sun City",29.0000,19.35,1319.95
Male,49,Yes,3,Camino,49.0000,19.9,357.7
Male,56,No,0,Ahwahnee,56.0000,20.05,20.05
Male,80,Yes,0,Montebello,80.0000,93.8,4750.95
Male,38,Yes,0,"Yorba Linda",38.0000,24.8,1874.3
Female,38,Yes,2,Orange,38.0000,19.8,1378.75
Female,56,Yes,0,"Rancho Santa Fe",56.0000,89.9,2433.5
Male,70,Yes,0,Applegate,70.0000,92,6585.2
Male,28,Yes,0,Fullerton,28.0000,20.1,85.1
Female,61,No,0,Elmira,61.0000,79,303.15
Male,73,Yes,0,Honeydew,73.0000,95.35,6382
Female,33,Yes,3,Laton,33.0000,19.5,1167.6
Female,53,No,0,"San Leandro",53.0000,44.95,3085.35
Male,55,No,0,"San Jose",55.0000,49.8,49.8
Female,80,Yes,1,"Berry Creek",80.0000,69.2,4982.5
Male,41,No,0,Gridley,41.0000,100.55,4398.15
Female,37,Yes,0,Whittier,37.0000,20.55,583.3
Male,21,Yes,0,Hayward,21.0000,79.1,5564.85
Female,44,Yes,0,"Los Angeles",44.0000,99.65,6311.2
Male,40,Yes,0,Compton,40.0000,25.4,1797.1
Male,76,Yes,0,Indio,76.0000,74.3,74.3
Female,77,Yes,0,"San Jose",77.0000,90.6,90.6
Female,65,Yes,0,"West Covina",65.0000,105.85,6725.5
Female,36,Yes,0,Burson,36.0000,64.3,3410.6
Female,28,No,0,"River Pines",28.0000,74.85,708.2
Male,38,Yes,1,"Pico Rivera",38.0000,19.8,350.1
Male,23,Yes,2,Healdsburg,23.0000,24.65,1574.5
Female,53,No,0,"San Diego",53.0000,90.1,521.3
Female,42,No,0,Dixon,42.0000,19.2,532.1
Female,64,No,0,Yountville,64.0000,47.4,3177.25
Male,50,No,0,Beaumont,50.0000,90.4,4063
Male,62,No,0,"Crescent Mills",62.0000,79,4801.1
Female,34,No,0,Tarzana,34.0000,99.85,1776.95
Female,22,Yes,0,"West Sacramento",22.0000,99.8,5985.75
Male,46,No,0,"Frazier Park",46.0000,61.35,3645.5
Male,58,No,0,"San Jose",58.0000,49.05,593.05
Female,23,Yes,0,Glendora,23.0000,65.5,564.35
Female,56,No,1,Fallbrook,56.0000,84.05,966.55
Female,62,Yes,2,Philo,62.0000,107.5,3242.5
Male,65,No,0,Philo,65.0000,83.8,1029.75
Female,44,No,0,"Huntington Beach",44.0000,49.2,103.7
Male,25,No,0,"Old Station",25.0000,55.15,159.15
Female,59,No,0,"Angels Camp",59.0000,40.35,1677.85
Female,36,Yes,3,"Newbury Park",36.0000,25.65,1388
Male,66,No,0,Modesto,66.0000,81.25,585.95
Male,62,Yes,0,Sacramento,62.0000,100.55,7325.1
Female,53,Yes,3,"San Francisco",53.0000,86.45,2538.05
Male,61,Yes,4,Martinez,61.0000,-8,546.85
Female,36,No,0,Coronado,36.0000,75.1,75.1
Female,65,No,0,"El Cerrito",65.0000,104.45,4863.85
Male,39,Yes,0,"Walnut Creek",39.0000,-8,3204.65
Male,43,No,0,Redlands,43.0000,80.45,2429.1
Male,42,Yes,0,Grimes,42.0000,54.1,3794.5
Female,51,Yes,0,Murrieta,51.0000,109.1,6393.65
Female,52,Yes,2,"Fort Bragg",52.0000,58.4,4113.15
Female,24,Yes,0,Rosamond,24.0000,110.65,8065.65
Male,21,Yes,0,"Santa Cruz",21.0000,56.15,168.15
Female,28,Yes,0,"San Diego",28.0000,70.7,141.45
Female,35,No,0,"Capistrano Beach",35.0000,84.95,668.4
Female,65,Yes,0,Burbank,65.0000,100.5,3653.35
Male,54,Yes,0,Acampo,54.0000,96.65,1162.85
Female,56,Yes,1,"El Dorado",56.0000,64.5,1985.15
Male,34,Yes,0,Fontana,34.0000,60.2,3582.4
Male,55,Yes,0,Sacramento,55.0000,91.25,2964.05
Female,59,Yes,0,Mineral,59.0000,106.55,5763.3
Female,53,Yes,2,"Simi Valley",53.0000,109.4,7281.6
Female,25,Yes,0,"Simi Valley",25.0000,71.05,1837.7
Female,42,No,0,"Palo Cedro",42.0000,111.6,8012.75
Male,58,No,0,"Browns Valley",58.0000,80.65,1451.9
Male,57,Yes,0,Wallace,57.0000,19.25,1237.65
Male,39,Yes,0,Helm,39.0000,23.8,903.8
Male,21,No,0,Petaluma,21.0000,20.35,689.75
Male,43,No,0,"Port Hueneme",43.0000,19.95,1004.5
Male,49,Yes,0,Sunnyvale,49.0000,84.55,3713.95
Male,33,No,0,Porterville,33.0000,105.7,2979.5
Female,51,No,0,"King City",51.0000,115.1,7334.05
Female,51,No,0,"Santa Rosa",51.0000,60.35,2896.4
Female,45,No,0,Courtland,45.0000,73.85,401.3
Male,40,No,0,Sugarloaf,40.0000,19.1,529.5
Male,64,Yes,2,Salinas,64.0000,25.2,987.95
Male,78,No,0,Mineral,78.0000,84.35,1745.2
Male,47,No,0,Nice,47.0000,49.15,169.05
Female,30,No,0,"Long Beach",30.0000,59.45,3043.7
Male,42,Yes,0,Irvine,42.0000,116.25,8564.75
Male,52,Yes,1,"Big Creek",52.0000,39.1,2779.5
Female,44,Yes,1,Termo,44.0000,84.4,5746.75
Male,68,No,0,"Stinson Beach",68.0000,54,1055.9
Male,65,Yes,0,Roseville,65.0000,101.95,700.85
Male,22,No,0,"El Dorado Hills",22.0000,20.6,754
Male,61,Yes,0,Caruthers,61.0000,19.9,329.75
Female,45,No,0,"Forest Falls",45.0000,49.55,49.55
Female,61,Yes,0,"Manhattan Beach",61.0000,44.25,313.45
Female,39,No,0,Riverside,39.0000,115.05,7133.45
Male,41,No,0,Cool,41.0000,25,25
Female,42,No,0,"Oro Grande",42.0000,19.9,868.1
Male,41,No,0,Biggs,41.0000,35.55,1309.15
Female,40,Yes,1,"La Grange",40.0000,109.2,7711.45
Male,28,Yes,1,Chilcoot,28.0000,20.05,951.55
Female,55,Yes,0,Durham,55.0000,101.75,1669.4
Male,22,No,1,Lancaster,22.0000,55.3,108.65
Male,76,Yes,0,"Citrus Heights",76.0000,24.95,1364.75
Female,32,Yes,0,"Capistrano Beach",32.0000,95.65,6744.2
Male,36,No,0,"Walnut Creek",36.0000,65.6,4566.5
Female,40,No,0,Oroville,40.0000,20.85,435.25
Male,40,No,0,"San Francisco",40.0000,21.2,52.05
Female,27,No,0,Essex,27.0000,95.65,4664.2
Male,72,Yes,0,Prather,72.0000,71.55,2427.35
Male,62,Yes,0,"Valley Village",62.0000,93.8,3019.5
Male,29,Yes,1,"Lake Isabella",29.0000,107.7,7919.8
Female,28,No,0,Vallejo,28.0000,19.85,784.25
Male,31,Yes,1,"Los Angeles",31.0000,19.65,1161.75
Male,73,Yes,0,Livermore,73.0000,30.35,1359.7
Male,66,No,0,"Los Angeles",66.0000,110.75,7053.35
Female,72,No,0,Jolon,72.0000,-1,2187.55
Male,63,Yes,2,Manteca,63.0000,19.35,867.3
Male,21,No,0,"San Jose",21.0000,99.3,2513.5
Female,33,Yes,4,"North Hollywood",33.0000,55.95,1082.8
Female,46,No,0,Burlingame,46.0000,83.3,803.3
Male,40,No,0,Bell,40.0000,76.75,5233.25
Male,40,No,1,Burbank,40.0000,84.6,84.6
Female,42,No,0,Corona,42.0000,106.4,5127.95
Male,26,No,0,"San Francisco",26.0000,22.75,204.14999999999998
Female,56,No,0,Lawndale,56.0000,79.65,152.7
Male,26,Yes,0,Keyes,26.0000,19.45,340.85
Female,41,No,0,"Santa Barbara",41.0000,78.65,78.65
Male,22,No,0,Fallbrook,22.0000,90.8,2728.9750000000004
Male,19,Yes,3,Davis,19.0000,25.25,1573.05
Male,42,Yes,3,Hoopa,42.0000,94.8,3131.55
Female,49,No,0,"Mc Kittrick",49.0000,98.6,2933.2
Male,61,No,0,Carson,61.0000,44.95,44.95
Female,45,Yes,0,"South Gate",45.0000,104.45,4162.05
Female,40,No,3,"Big Bear City",40.0000,20.15,970.85
Female,23,Yes,0,Calabasas,23.0000,24.3,1261.7
