Customer_ID,Gender,Age,Married,Number_of_Dependents,City,Zip_Code,Latitude,Longitude,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,churn_count
8276-MQBYC,Male,70,No,0,"Los Angeles",90028,34.099869,-118.326843,0,51,"Offer B",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",97.8,4913.3,0,0,993.99,5907.29,Churned,Price,"Long distance charges",1
8280-MQRQN,Female,39,No,0,Arnold,95223,38.32153,-120.236358,0,1,"Offer E",Yes,No,Yes,Cable,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Mailed Check",50.45,50.45,0,0,23.7,74.15,Churned,Dissatisfaction,"Network reliability",1
8290-YWKHZ,Female,69,Yes,0,Fallbrook,92028,33.362575,-117.299644,1,32,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",93.2,2931,17.88,0,1079.68,3992.8,Churned,Competitor,"Competitor made better offer",1
8292-TYSPY,Male,55,No,0,"Los Angeles",90048,34.072945,-118.37267,0,19,"Offer D",Yes,No,Yes,Cable,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,"Credit Card",55,1046.5,0,30,81.7,1158.2,Churned,Competitor,"Competitor offered more data",1
8305-VHZBZ,Male,55,No,0,"San Diego",92154,32.578103,-117.012975,0,1,None,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,"Mailed Check",20.2,20.2,0,0,13.27,33.47,Churned,Price,"Long distance charges",1
8327-LZKAS,Female,80,Yes,0,Pomona,91767,34.083086,-117.737997,1,43,None,Yes,Yes,Yes,Cable,No,No,Yes,Yes,Yes,Yes,No,No,"One Year",Yes,"Bank Withdrawal",107.55,4533.9,0,140,595.12,5269.02,Churned,Dissatisfaction,"Service dissatisfaction",1
8329-IBCTI,Female,50,No,0,Cotati,94931,38.326215,-122.718742,0,1,"Offer E",Yes,No,No,,,,,,,,,,Month-to-Month,No,"Mailed Check",19.65,19.65,0,0,6.08,25.73,Churned,Competitor,"Competitor made better offer",1
8337-MSSXB,Female,64,No,0,"Trabuco Canyon",92679,33.631119,-117.567346,0,14,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",86.3,1180.95,0,10,410.2,1601.15,Churned,Attitude,"Attitude of service provider",1
8337-UPOAQ,Male,71,Yes,0,Wrightwood,92397,34.358321,-117.618263,0,10,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.8,914.3,0,0,168.8,1083.1,Churned,Competitor,"Competitor made better offer",1
8348-HFYIV,Male,21,No,0,Oakland,94601,37.776523,-122.219268,0,2,"Offer E",No,,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",49.25,90.35,0,0,0,90.35,Churned,Dissatisfaction,"Limited range of services",1
8357-EQXFO,Female,46,No,0,"Union City",94587,37.59485,-122.051521,0,7,"Offer E",Yes,No,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",95.35,660.9,34.29,0,338.52,965.13,Churned,Competitor,"Competitor made better offer",1
8361-LTMKD,Male,75,Yes,0,Fallbrook,92028,33.362575,-117.299644,0,4,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Mailed Check",74.4,306.6,0,20,42.44,369.04,Churned,Competitor,"Competitor made better offer",1
8364-TRMMK,Female,51,No,0,"San Jose",95132,37.424655,-121.74841,0,3,"Offer E",Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Mailed Check",50.65,151.3,0,0,67.68,218.98,Churned,Dissatisfaction,"Lack of self-service on Website",1
8372-JUXUI,Male,32,No,0,"San Bernardino",92410,34.106922,-117.297553,0,1,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",74.35,74.35,0,0,14.02,88.37,Churned,Competitor,"Competitor had better devices",1
8374-XGEJJ,Male,68,Yes,0,Temecula,92590,33.475493,-117.219551,8,43,"Offer B",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,"Bank Withdrawal",101,4388.4,0,150,1343.75,5882.15,Churned,Dissatisfaction,"Product dissatisfaction",1
8375-DKEBR,Female,72,No,0,"Hermosa Beach",90254,33.86532,-118.396336,0,1,"Offer E",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",69.6,69.6,0,0,34.51,104.11,Churned,Competitor,"Competitor had better devices",1
8380-PEFPE,Male,60,No,0,Avalon,90704,33.391181,-118.421305,0,1,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",71.65,71.65,0,0,17.54,89.19,Churned,Competitor,"Competitor had better devices",1
8382-SHQEH,Female,58,Yes,0,"Rancho Cucamonga",91739,34.133809,-117.523724,1,8,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",84.9,764.95,0,0,232,996.95,Churned,Price,"Long distance charges",1
8387-MOJJT,Female,53,Yes,0,Nubieber,96068,41.082472,-121.195215,1,42,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Credit Card",77.95,3384,0,0,1428.84,4812.84,Churned,Competitor,"Competitor made better offer",1
8393-DLHGA,Male,55,No,0,Palermo,95968,39.435756,-121.552071,0,25,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",95.9,2448.75,0,0,131.75,2580.5,Churned,Competitor,"Competitor offered more data",1
8397-MVTAZ,Male,22,Yes,0,"Sun City",92587,33.69887,-117.25071,2,34,"Offer C",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",100.05,3480,0,20,785.06,4285.06,Churned,Dissatisfaction,"Poor expertise of online support",1
8399-YNDCH,Male,80,No,0,Columbia,95310,38.085839,-120.37855,0,21,None,Yes,No,Yes,DSL,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",60.05,1236.15,0,0,727.02,1963.17,Churned,Competitor,"Competitor had better devices",1
8413-VONUO,Male,34,No,0,Grimes,95950,39.033058,-121.895718,0,2,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",95.65,167.3,0,0,33.52,200.82,Churned,Dissatisfaction,"Limited range of services",1
8414-MYSHR,Male,79,No,0,Arcadia,91007,34.128284,-118.047732,0,5,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",91.4,449.75,0,0,22.95,472.7,Churned,Dissatisfaction,"Network reliability",1
8417-FMLZI,Male,47,Yes,0,"Santa Cruz",95060,36.993451,-122.098858,1,6,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",83.55,477.55,0,0,161.46,639.01,Churned,Dissatisfaction,"Product dissatisfaction",1
8429-XIBUM,Male,44,No,0,Oakland,94618,37.84551,-122.235181,0,22,"Offer D",Yes,Yes,Yes,"Fiber Optic",Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",101.35,2317.1,0,0,227.26,2544.36,Churned,Price,"Extra data charges",1
8433-WXGNA,Male,55,No,0,Salinas,93906,36.722898,-121.633648,0,2,None,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.7,189.2,0,0,84.32,273.52,Churned,Other,"Don't know",1
8436-BJUMM,Male,62,Yes,0,Albany,94706,37.890274,-122.295192,1,26,"Offer C",Yes,Yes,Yes,Cable,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",83.75,2070.6,0,0,933.4,3004,Churned,Competitor,"Competitor offered higher download speeds",1
8443-WVPSS,Male,58,Yes,0,Galt,95632,38.274451,-121.259201,5,10,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",99.85,990.9,0,0,432.8,1423.7,Churned,Dissatisfaction,"Service dissatisfaction",1
8443-ZRDBZ,Male,62,No,0,Fontana,92336,34.136367,-117.460803,0,4,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",76.05,318.9,0,0,169.76,488.66,Churned,Price,"Long distance charges",1
8444-WRIDW,Female,72,No,0,"Thousand Oaks",91362,34.191842,-118.822796,0,66,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",80.45,5224.35,0,140,3008.94,8373.29,Churned,Attitude,"Attitude of support person",1
8450-JOVAH,Male,62,Yes,3,"Agoura Hills",91301,34.129058,-118.759788,1,2,None,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,"Credit Card",56.7,113.55,0,0,11.34,124.89,Churned,Competitor,"Competitor offered higher download speeds",1
8473-VUVJN,Male,80,No,0,Temecula,92590,33.475493,-117.219551,0,1,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",73.65,73.65,0,0,39.88,113.53,Churned,Attitude,"Attitude of service provider",1
8481-YYXWG,Female,30,No,0,Hume,93628,36.807595,-118.901544,0,5,"Offer E",Yes,No,Yes,"Fiber Optic",No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.35,461.7,0,0,50.55,512.25,Churned,Dissatisfaction,"Network reliability",1
8485-GJCDN,Female,71,No,0,"San Diego",92109,32.787836,-117.232376,0,5,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",69.05,318.5,0,0,150.25,468.75,Churned,Competitor,"Competitor made better offer",1
8496-EJAUI,Male,47,No,0,Tujunga,91042,34.296574,-118.244839,0,19,"Offer D",Yes,No,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",73.85,1424.5,0,130,34.01,1588.51,Churned,Attitude,"Attitude of support person",1
8510-AWCXC,Female,69,No,0,Novato,94945,38.135897,-122.563683,0,13,"Offer D",Yes,Yes,Yes,"Fiber Optic",Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",100.8,1308.1,0,0,93.86,1401.96,Churned,Attitude,"Attitude of support person",1
8515-OCTJS,Female,61,No,0,Lemoore,93245,36.303666,-119.825657,0,25,"Offer C",Yes,Yes,No,,,,,,,,,,"Two Year",No,"Credit Card",24.75,692.1,0,0,493.75,1185.85,Churned,Competitor,"Competitor made better offer",1
8519-IMDHU,Male,74,Yes,0,Alderpoint,95511,40.166028,-123.584144,1,15,None,Yes,Yes,Yes,Cable,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",85.6,1345.55,0,0,678.75,2024.3,Churned,Competitor,"Competitor had better devices",1
8519-QJGJD,Female,42,No,0,Twain,95984,40.022184,-121.062384,0,14,"Offer D",Yes,No,Yes,Cable,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",75.35,1025.95,0,0,262.36,1288.31,Churned,Attitude,"Attitude of service provider",1
8559-CIZFV,Male,34,Yes,0,Annapolis,95412,38.731055,-123.316553,1,21,"Offer D",Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,No,"One Year",No,"Mailed Check",77.5,1625,18.39,80,368.97,2055.58,Churned,Other,"Don't know",1
8563-IIOXK,Male,24,Yes,0,Duarte,91010,34.145695,-117.95982,4,7,"Offer E",Yes,No,Yes,DSL,Yes,No,No,No,No,No,Yes,Yes,"One Year",Yes,"Bank Withdrawal",49.75,331.3,0,0,252.98,584.28,Churned,Competitor,"Competitor offered higher download speeds",1
8565-CLBZW,Male,23,No,0,"San Diego",92117,32.825086,-117.199424,0,24,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,"Mailed Check",89.85,2165.05,0,0,671.28,2836.33,Churned,Competitor,"Competitor made better offer",1
8580-AECUZ,Male,65,No,0,"San Diego",92130,32.957195,-117.202542,0,1,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",79.1,79.1,0,0,42.3,121.4,Churned,Competitor,"Competitor made better offer",1
8580-QVLOC,Female,78,Yes,0,Merced,95348,37.40122,-120.514191,0,72,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,"Two Year",No,"Credit Card",92.45,6440.25,0,0,1855.44,8295.69,Churned,Competitor,"Competitor made better offer",1
8593-WHYHV,Male,46,No,0,"Los Angeles",90047,33.958149,-118.308441,0,3,"Offer E",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",85.3,264.8,0,0,42.84,307.64,Churned,Other,"Don't know",1
8601-QACRS,Female,54,No,0,Fallbrook,92028,33.362575,-117.299644,0,5,"Offer E",Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Mailed Check",50.6,249.95,0,20,185.5,455.45,Churned,Competitor,"Competitor made better offer",1
8603-IJWDN,Male,41,No,0,Pinole,94564,37.996462,-122.293716,0,1,"Offer E",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",86.6,86.6,0,0,5.43,92.03,Churned,Competitor,"Competitor offered higher download speeds",1
8610-WFCJF,Female,53,Yes,0,"Palo Alto",94303,37.45809,-122.115398,2,49,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",95.6,4783.5,0,0,2431.87,7215.37,Churned,Competitor,"Competitor offered higher download speeds",1
8614-VGMMV,Female,33,No,0,Riverside,92503,33.890046,-117.455583,0,15,None,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",49.1,679.55,0,0,145.65,825.2,Churned,Competitor,"Competitor had better devices",1
8621-MNIHH,Female,75,Yes,0,Madison,95653,38.674276,-121.961866,1,34,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",94.25,3217.55,0,0,97.92,3315.47,Churned,Competitor,"Competitor had better devices",1
8623-TMRBY,Male,80,Yes,0,"Chula Vista",91915,32.605012,-116.97595,2,51,"Offer B",Yes,Yes,Yes,Cable,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",84.2,4146.05,0,0,2222.58,6368.63,Churned,Competitor,"Competitor offered more data",1
8624-GIOUT,Female,40,No,0,Seeley,92273,32.790282,-115.689559,0,49,"Offer B",Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",59.75,2934.3,0,0,1757.63,4691.93,Churned,Other,"Don't know",1
8625-AZYZY,Male,51,Yes,0,Anza,92539,33.527605,-116.666551,2,24,"Offer C",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",104.65,2542.45,0,0,72,2614.45,Churned,Competitor,"Competitor made better offer",1
8627-EHGIP,Male,38,No,0,Sacramento,95838,38.646096,-121.442433,0,44,"Offer B",No,,Yes,Cable,No,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",53.95,2375.4,0,0,0,2375.4,Churned,Competitor,"Competitor offered more data",1
8631-NBHFZ,Male,71,Yes,0,"Running Springs",92382,34.186211,-117.07683,1,66,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,"Two Year",No,"Credit Card",79.4,5154.6,0,150,1981.98,7286.58,Churned,Competitor,"Competitor offered higher download speeds",1
8634-CILSZ,Male,52,No,0,"San Diego",92109,32.787836,-117.232376,0,69,"Offer A",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",104.7,7220.35,0,0,1410.36,8630.71,Churned,Competitor,"Competitor made better offer",1
8634-MPHTR,Male,68,Yes,0,Forbestown,95941,39.531028,-121.24807,1,47,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",100.05,4871.05,0,0,421.59,5292.64,Churned,Attitude,"Attitude of support person",1
8637-XJIVR,Female,34,No,3,"Marina Del Rey",90292,33.977468,-118.445475,0,12,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",78.95,927.35,0,80,304.08,1311.43,Churned,Attitude,"Attitude of support person",1
8640-SDGKB,Male,39,No,0,"Los Angeles",90066,34.002028,-118.430656,0,4,None,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",74.4,299.7,0,0,115.56,415.26,Churned,Attitude,"Attitude of support person",1
8642-GVWRF,Female,25,Yes,0,Capitola,95010,36.977025,-121.952864,1,2,None,Yes,No,Yes,"Fiber Optic",No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",79.7,165,0,0,57.72,222.72,Churned,Competitor,"Competitor had better devices",1
8644-XLFBW,Male,65,No,0,"Lake Elsinore",92532,33.705836,-117.318204,0,1,"Offer E",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",71.65,71.65,0,0,28.46,100.11,Churned,Competitor,"Competitor offered more data",1
8650-RHRKE,Male,27,No,0,Oakdale,95361,37.785033,-120.776141,0,4,"Offer E",No,,Yes,DSL,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",29.65,118.5,0,0,0,118.5,Churned,Dissatisfaction,"Limited range of services",1
8651-ENBZX,Female,68,No,0,"Grizzly Flats",95636,38.636102,-120.522149,0,60,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,Yes,Yes,Yes,No,No,"One Year",Yes,"Bank Withdrawal",106,6441.4,0,110,2063.4,8614.8,Churned,Price,"Long distance charges",1
8665-UTDHZ,Male,27,Yes,0,"Los Angeles",90029,34.089953,-118.294824,1,1,None,No,,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",30.2,30.2,0,0,0,30.2,Churned,Competitor,"Competitor had better devices",1
8676-TRMJS,Male,27,No,0,Torrance,90504,33.867257,-118.330794,0,3,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,"Credit Card",75,209.1,0,0,103.47,312.57,Churned,Dissatisfaction,"Limited range of services",1
8679-JOEVF,Female,75,No,0,Sacramento,95838,38.646096,-121.442433,0,16,None,Yes,No,Yes,DSL,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",59.4,1023.9,0,0,589.28,1613.18,Churned,Price,"Price too high",1
8685-WHQPW,Female,79,No,0,"San Diego",92110,32.76501,-117.19938,0,22,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",74.4,1692.6,0,0,111.98,1804.58,Churned,Competitor,"Competitor had better devices",1
8696-JKZNU,Female,78,No,0,Anderson,96007,40.448632,-122.306657,0,37,"Offer C",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",76.25,2841.55,0,0,997.15,3838.7,Churned,Other,"Don't know",1
8699-ASUFO,Male,72,Yes,0,Nuevo,92567,33.82769,-117.102244,1,7,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",74.4,527.9,32.46,0,62.44,557.88,Churned,Attitude,"Attitude of service provider",1
8708-XPXHZ,Female,25,Yes,0,Castella,96017,41.121108,-122.336613,1,42,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",94.2,4186.3,0,0,287.28,4473.58,Churned,Competitor,"Competitor had better devices",1
8714-EUHJO,Female,39,Yes,0,Castella,96017,41.121108,-122.336613,1,31,None,Yes,Yes,Yes,Cable,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",91.15,2995.45,0,0,1198.77,4194.22,Churned,Dissatisfaction,"Poor expertise of online support",1
8718-PTMEZ,Female,46,No,0,"Lake Elsinore",92530,33.655421,-117.391751,0,13,None,No,,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",31.05,347.25,0,0,0,347.25,Churned,Other,"Don't know",1
8722-NGNBH,Male,25,No,0,Walnut,91789,34.018354,-117.85492,0,5,None,No,,Yes,Cable,Yes,No,Yes,Yes,No,No,Yes,Yes,Month-to-Month,No,"Credit Card",40,223.45,0,0,0,223.45,Churned,Competitor,"Competitor had better devices",1
8739-WWKDU,Male,69,No,0,"San Diego",92109,32.787836,-117.232376,0,25,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.5,2196.15,0,0,461.5,2657.65,Churned,Competitor,"Competitor had better devices",1
8740-CRYFY,Male,62,No,0,Sacramento,95823,38.475465,-121.443625,0,1,"Offer E",Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",78.95,78.95,0,0,23.96,102.91,Churned,Competitor,"Competitor offered higher download speeds",1
8740-XLHDR,Male,30,No,0,Greenwood,95635,38.921333,-120.897718,0,5,None,No,,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,"Mailed Check",43.25,219,0,0,0,219,Churned,Dissatisfaction,"Network reliability",1
8749-JMNKX,Male,80,Yes,0,Montebello,90640,34.015217,-118.109962,1,51,"Offer B",Yes,Yes,Yes,"Fiber Optic",Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",93.8,4750.95,0,0,1129.14,5880.09,Churned,Dissatisfaction,"Limited range of services",1
8752-STIVR,Female,61,No,0,Elmira,95625,38.349195,-121.902943,0,4,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",79,303.15,0,0,110.28,413.43,Churned,Dissatisfaction,"Limited range of services",1
8761-NSOBC,Male,41,No,0,Gridley,95948,39.346898,-121.759537,0,44,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",100.55,4398.15,0,0,1888.48,6286.63,Churned,Dissatisfaction,"Network reliability",1
8773-HHUOZ,Female,20,No,0,"Los Angeles",90032,34.078821,-118.177576,0,17,None,Yes,No,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",64.7,1093.1,0,0,689.35,1782.45,Churned,Competitor,"Competitor offered higher download speeds",1
8775-CEBBJ,Female,40,No,0,Seeley,92273,32.790282,-115.689559,0,9,None,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",44.2,403.35,0,0,377.28,780.63,Churned,Competitor,"Competitor offered higher download speeds",1
8775-LHDJH,Female,77,Yes,0,"San Jose",95136,37.270938,-121.851046,1,1,"Offer E",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",90.6,90.6,0,0,13.02,103.62,Churned,Other,"Don't know",1
8779-QRDMV,Male,78,No,0,"Los Angeles",90022,34.02381,-118.156582,0,1,None,No,,Yes,DSL,No,No,Yes,No,No,Yes,No,No,Month-to-Month,Yes,"Bank Withdrawal",39.65,39.65,0,20,0,59.65,Churned,Competitor,"Competitor offered more data",1
8780-IXSTS,Female,53,No,0,"San Diego",92109,32.787836,-117.232376,0,6,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",90.1,521.3,0,0,6.9,528.2,Churned,Competitor,"Competitor made better offer",1
8784-CGILN,Female,34,No,0,Tarzana,91356,34.157137,-118.548511,0,18,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",99.85,1776.95,0,0,656.82,2433.77,Churned,Dissatisfaction,"Product dissatisfaction",1
8785-EPNCG,Male,42,No,0,Sacramento,95815,38.608405,-121.449942,0,11,None,Yes,Yes,No,,,,,,,,,,Month-to-Month,No,"Credit Card",23.15,245.2,0,0,340.01,585.21,Churned,Competitor,"Competitor made better offer",1
8802-UNOJF,Male,65,No,0,Philo,95466,39.094102,-123.500853,0,12,"Offer D",Yes,No,Yes,Cable,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,"Credit Card",83.8,1029.75,44.58,80,343.56,1408.73,Churned,Competitor,"Competitor had better devices",1
8806-EAGWC,Male,25,No,0,"Old Station",96071,40.656287,-121.428965,0,3,"Offer E",Yes,No,Yes,DSL,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,No,"Credit Card",55.15,159.15,0,0,68.31,227.46,Churned,Dissatisfaction,"Network reliability",1
8808-ELEHO,Male,66,No,0,Modesto,95356,37.716186,-121.025836,0,8,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",81.25,585.95,0,0,40.16,626.11,Churned,Price,"Price too high",1
8809-RIHDD,Male,47,Yes,0,Sacramento,95827,38.549185,-121.328386,1,72,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",103.4,7372.65,0,0,221.04,7593.69,Churned,Price,"Lack of affordable download/upload speed",1
8816-VXNZD,Female,36,No,0,Coronado,92118,32.68674,-117.186612,0,1,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.1,75.1,0,0,5.94,81.04,Churned,Dissatisfaction,"Lack of self-service on Website",1
