customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Tenure_Bin
9079-YEXQJ,Female,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Monthly,No,Electronic check,111.1,6014.85,Yes,41-60
3976-BWUCK,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Monthly,Yes,Credit card (automatic),94.1,2804.45,Yes,21-40
4190-MFLUW,Female,0,Yes,Yes,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Monthly,No,Credit card (automatic),55.2,528.35,Yes,0-20
0742-MOABM,Male,0,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Monthly,No,Mailed check,50.05,179.35,Yes,0-20
1271-SJBGZ,Male,1,No,No,12,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Monthly,Yes,Electronic check,43.65,526.95,Yes,0-20
1373-ORVIZ,Female,0,Yes,Yes,11,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Monthly,Yes,Electronic check,66.35,740.8,Yes,0-20
6581-NQCBA,Female,0,Yes,No,16,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Monthly,Yes,Electronic check,49.95,810.2,Yes,0-20
4030-VPZBD,Female,0,No,No,2,No,No phone service,DSL,No,No,No,Yes,No,No,Monthly,Yes,Electronic check,30.9,59.05,Yes,0-20
1205-WNWPJ,Female,0,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,No,Monthly,Yes,Mailed check,59.5,415.95,Yes,0-20
8640-SDGKB,Male,0,No,No,4,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Monthly,Yes,Electronic check,74.4,299.7,Yes,0-20
4701-MLJPN,Male,0,No,No,31,Yes,No,DSL,No,No,Yes,Yes,No,No,Monthly,Yes,Electronic check,55.25,1715.65,Yes,21-40
3237-AJGEH,Female,0,Yes,Yes,3,No,No phone service,DSL,No,No,No,Yes,No,No,Monthly,Yes,Mailed check,31,95.05,Yes,0-20
8679-JOEVF,Female,1,No,No,16,Yes,No,DSL,No,No,No,Yes,Yes,No,Monthly,No,Electronic check,59.4,1023.9,Yes,0-20
1142-WACZW,Male,0,No,No,2,No,No phone service,DSL,No,No,No,Yes,No,No,Monthly,No,Bank transfer (automatic),29.85,75.6,Yes,0-20
4013-UBXWQ,Female,0,No,No,7,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Monthly,Yes,Electronic check,74.65,521.1,Yes,0-20
5949-EBSQK,Male,0,Yes,Yes,4,Yes,No,DSL,No,No,No,Yes,No,Yes,Monthly,No,Credit card (automatic),61.45,229.55,Yes,0-20
0260-ZDLGK,Female,0,No,Yes,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Monthly,Yes,Mailed check,72.9,651.4,Yes,0-20
0836-SEYLU,Male,0,Yes,No,9,No,No phone service,DSL,No,No,No,Yes,Yes,No,Monthly,No,Mailed check,40.65,328.95,Yes,0-20
3144-AUDBS,Female,0,Yes,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Monthly,Yes,Electronic check,49.15,270.8,Yes,0-20
3285-UCQVC,Female,0,No,No,37,No,No phone service,DSL,No,No,No,Yes,No,No,Monthly,No,Credit card (automatic),28.6,973.55,Yes,21-40
3683-QKIUE,Female,0,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Monthly,Yes,Bank transfer (automatic),50.8,288.05,Yes,0-20
2091-MJTFX,Female,0,Yes,Yes,30,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Monthly,No,Credit card (automatic),51.2,1561.5,Yes,21-40
6633-MPWBS,Male,0,No,No,5,Yes,No,DSL,No,No,No,Yes,No,No,Monthly,Yes,Electronic check,49.2,216.9,Yes,0-20
4398-HSCJH,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Monthly,Yes,Electronic check,63.6,155.65,Yes,0-20
8292-TYSPY,Male,0,No,No,19,Yes,No,DSL,No,No,Yes,Yes,No,No,Monthly,Yes,Credit card (automatic),55,1046.5,Yes,0-20
9048-JVYVF,Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Monthly,Yes,Electronic check,69.35,191.35,Yes,0-20
1213-NGCUN,Female,0,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Monthly,Yes,Bank transfer (automatic),49.65,267.35,Yes,0-20
5143-EGQFK,Female,1,No,No,10,No,No phone service,DSL,No,No,No,Yes,No,No,Monthly,Yes,Electronic check,29.65,291.4,Yes,0-20
1597-FZREH,Female,0,No,No,2,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Monthly,No,Electronic check,76.4,160.8,Yes,0-20
1324-NLTJE,Female,1,No,No,15,Yes,Yes,DSL,No,No,No,Yes,No,No,Monthly,No,Credit card (automatic),55,757.1,Yes,0-20
1585-MQSSU,Male,0,No,No,17,Yes,No,DSL,No,No,No,Yes,No,No,Monthly,No,Mailed check,51.5,900.5,Yes,0-20
2100-BDNSN,Female,0,Yes,No,5,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Monthly,No,Bank transfer (automatic),67.95,350.3,Yes,0-20
4701-AHWMW,Male,0,Yes,No,55,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Monthly,Yes,Bank transfer (automatic),54.55,2978.3,Yes,41-60
9210-IAHGH,Female,0,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Monthly,Yes,Credit card (automatic),70.75,450.8,Yes,0-20
8182-PNAGI,Male,0,No,No,12,Yes,No,DSL,No,No,No,Yes,No,No,Monthly,No,Bank transfer (automatic),50.25,593.75,Yes,0-20
7758-XKCBS,Male,0,No,No,15,No,No phone service,DSL,No,No,No,Yes,No,No,Monthly,Yes,Electronic check,29.7,438.25,Yes,0-20
7892-POOKP,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Monthly,Yes,Electronic check,104.8,3046.05,Yes,21-40
1875-QIVME,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Monthly,Yes,Electronic check,104.4,242.8,Yes,0-20
4385-GZQXV,Female,1,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Monthly,Yes,Electronic check,94.45,1511.2,Yes,0-20
9601-BRXPO,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Monthly,Yes,Bank transfer (automatic),104.95,2566.5,Yes,21-40
0306-JAELE,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Monthly,Yes,Electronic check,96.1,453.4,Yes,0-20
7218-HKQFK,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Monthly,Yes,Electronic check,94.2,167.5,Yes,0-20
4636-QRJKY,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Monthly,Yes,Electronic check,80.5,502.85,Yes,0-20
9412-GHEEC,Male,0,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Monthly,No,Bank transfer (automatic),104.8,4131.95,Yes,21-40
6439-GTPCA,Female,0,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Monthly,Yes,Electronic check,87.25,3941.7,Yes,41-60
1450-GALXR,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Monthly,Yes,Electronic check,98.5,1058.25,Yes,0-20
3671-SHRSP,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Monthly,Yes,Mailed check,80.6,319.15,Yes,0-20
9524-EGPJC,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Monthly,Yes,Electronic check,90.1,1612.75,Yes,0-20
0376-YMCJC,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Monthly,Yes,Electronic check,90.6,1943.2,Yes,21-40
5293-WXJAK,Female,1,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Monthly,Yes,Bank transfer (automatic),104.05,1133.65,Yes,0-20
0125-LZQXK,Male,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Monthly,Yes,Electronic check,101.35,1553.95,Yes,0-20
7321-PKUYW,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Monthly,No,Electronic check,90.15,987.95,Yes,0-20
9415-DPEWS,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Monthly,Yes,Electronic check,88.35,1639.3,Yes,0-20
1571-SAVHK,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Monthly,Yes,Mailed check,99.95,1132.75,Yes,0-20
2951-QOQTK,Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Monthly,No,Credit card (automatic),80.8,332.45,Yes,0-20
5394-SVGJV,Male,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Monthly,No,Bank transfer (automatic),98.8,3475.55,Yes,21-40
3703-VAVCL,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Monthly,No,Credit card (automatic),90,190.05,Yes,0-20
9436-ZBZCT,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Monthly,Yes,Electronic check,89.95,1178.4,Yes,0-20
6365-MTGZX,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Monthly,Yes,Electronic check,96,2122.45,Yes,21-40
4566-GOLUK,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Monthly,Yes,Bank transfer (automatic),107.35,5118.95,Yes,41-60
0348-SDKOL,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Monthly,Yes,Credit card (automatic),102.1,5885.4,Yes,41-60
9430-FRQOC,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Monthly,Yes,Mailed check,87.1,341.45,Yes,0-20
7927-AUXBZ,Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Monthly,No,Electronic check,85.15,2555.9,Yes,21-40
6204-IEUXJ,Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Monthly,No,Credit card (automatic),80.1,217.55,Yes,0-20
2774-LVQUS,Female,1,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Monthly,Yes,Electronic check,83.05,1258.3,Yes,0-20
0354-WYROK,Female,1,Yes,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Monthly,Yes,Electronic check,98.9,2911.3,Yes,21-40
7938-OUHIO,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Monthly,Yes,Electronic check,98.7,293.65,Yes,0-20
7295-JOMMD,Female,0,No,Yes,4,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Monthly,Yes,Bank transfer (automatic),98.1,396.3,Yes,0-20
3001-CBHLQ,Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Monthly,Yes,Electronic check,104.9,3351.55,Yes,21-40
0772-GYEQQ,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Monthly,Yes,Mailed check,88.35,262.05,Yes,0-20
2640-PMGFL,Male,0,No,Yes,27,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Monthly,Yes,Electronic check,79.5,2180.55,Yes,21-40
0876-WDUUZ,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Monthly,Yes,Credit card (automatic),85.4,425.9,Yes,0-20
4803-AXVYP,Female,1,No,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Monthly,Yes,Electronic check,99.55,3734.25,Yes,21-40
1513-XNPPH,Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Monthly,Yes,Electronic check,89.4,1095.65,Yes,0-20
7599-FKVXZ,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Monthly,Yes,Bank transfer (automatic),106.15,4512.7,Yes,41-60
0963-ZBDRN,Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Monthly,Yes,Electronic check,96.2,3183.4,Yes,21-40
5998-VVEJY,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Monthly,Yes,Electronic check,80.5,2088.8,Yes,21-40
1965-DDBWU,Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Monthly,Yes,Credit card (automatic),89.05,1448.6,Yes,0-20
2873-ZLIWT,Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Monthly,Yes,Electronic check,84.85,3303.05,Yes,21-40
4902-OHLSK,Female,1,No,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Monthly,No,Electronic check,98.65,2862.75,Yes,21-40
2357-COQEK,Female,1,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Monthly,Yes,Electronic check,103.3,2890.65,Yes,21-40
2632-UCGVD,Male,1,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Monthly,Yes,Credit card (automatic),100.05,6871.9,Yes,61-100
3814-MLAXC,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Monthly,Yes,Credit card (automatic),79.85,2404.15,Yes,21-40
5449-FIBXJ,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Monthly,No,Electronic check,103.3,2012.7,Yes,0-20
0378-TOVMS,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Monthly,No,Electronic check,85.8,272.2,Yes,0-20
3440-JPSCL,Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Monthly,Yes,Mailed check,99.95,547.65,Yes,0-20
4290-BSXUX,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Monthly,Yes,Bank transfer (automatic),79.65,251.75,Yes,0-20
7270-BDIOA,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Monthly,Yes,Electronic check,90,1993.8,Yes,21-40
5569-OUICF,Female,1,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Monthly,Yes,Credit card (automatic),101.3,2812.2,Yes,21-40
2696-NARTR,Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,Monthly,Yes,Electronic check,73.85,926.25,Yes,0-20
0013-EXCHZ,Female,1,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Monthly,Yes,Mailed check,83.9,267.4,Yes,0-20
6284-AHOOQ,Male,1,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Monthly,Yes,Bank transfer (automatic),90.5,1910.6,Yes,21-40
4391-RESHN,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Monthly,Yes,Mailed check,104.05,2470.1,Yes,21-40
4471-KXAUH,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Monthly,Yes,Electronic check,84.3,3588.4,Yes,41-60
6711-VTNRE,Female,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Monthly,Yes,Electronic check,87.55,3078.1,Yes,21-40
4077-CROMM,Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Monthly,Yes,Electronic check,104.2,3243.45,Yes,21-40
4439-JMPMT,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Monthly,Yes,Electronic check,85.75,470.95,Yes,0-20
5712-PTIWW,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Monthly,Yes,Electronic check,79.85,152.45,Yes,0-20
1309-BXVOQ,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Monthly,Yes,Electronic check,106.1,2249.95,Yes,21-40
6518-LGAOV,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Monthly,Yes,Electronic check,105,4026.4,Yes,21-40
5515-AKOAJ,Female,0,No,No,54,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Monthly,Yes,Electronic check,100.1,5440.9,Yes,41-60
8784-CGILN,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Monthly,Yes,Bank transfer (automatic),99.85,1776.95,Yes,0-20
2025-JKFWI,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Monthly,Yes,Mailed check,99,1301.7,Yes,0-20
6692-UDPJC,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Monthly,Yes,Electronic check,91.65,1301,Yes,0-20
7240-FQLHE,Female,1,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Monthly,No,Bank transfer (automatic),99.75,1836.25,Yes,0-20
0278-YXOOG,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Mailed check,21.05,113.85,Yes,0-20
4895-TMWIR,Male,1,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Mailed check,19.95,214.75,Yes,0-20
9063-ZGTUY,Female,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,Yes,Mailed check,19.4,1182.55,Yes,61-100
1218-VKFPE,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Mailed check,19,233.55,Yes,0-20
1009-IRMNA,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Bank transfer (automatic),20,137.6,Yes,0-20
4160-AMJTL,Female,1,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Electronic check,19.65,164.3,Yes,0-20
4541-RMRLG,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Electronic check,19.25,112.3,Yes,0-20
2223-KAGMX,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Bank transfer (automatic),19.4,289.3,Yes,0-20
0031-PVLZI,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Mailed check,20.35,76.35,Yes,0-20
5687-DKDTV,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Mailed check,20.35,77.5,Yes,0-20
2484-DGXPZ,Female,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,Yes,Mailed check,19.55,658.95,Yes,21-40
5577-OTWWW,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Bank transfer (automatic),19.75,297.3,Yes,0-20
0268-QKIWO,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Electronic check,19.75,58.85,Yes,0-20
4946-EDSEW,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,Yes,Mailed check,19.25,180.3,Yes,0-20
2332-EFBJY,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,Yes,Mailed check,19.7,342.4,Yes,0-20
9986-BONCE,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Bank transfer (automatic),20.95,85.5,Yes,0-20
4083-EUGRJ,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Mailed check,20.25,178.5,Yes,0-20
5616-PRTNT,Male,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,Yes,Electronic check,19.4,374.5,Yes,0-20
2839-RFSQE,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Mailed check,20.65,38.7,Yes,0-20
4390-KYULV,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,Yes,Credit card (automatic),20.55,51.15,Yes,0-20
9025-ZRPVR,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,Yes,Mailed check,18.95,185.6,Yes,0-20
1087-UDSIH,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,Yes,Mailed check,19.6,59.75,Yes,0-20
0137-UDEUO,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Mailed check,19.85,63.75,Yes,0-20
7083-YNSKY,Female,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,Yes,Credit card (automatic),25.4,399.6,Yes,0-20
0883-EIBTI,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Mailed check,19.5,31.55,Yes,0-20
8785-EPNCG,Male,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Credit card (automatic),23.15,245.2,Yes,0-20
1449-XQEMT,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,Yes,Mailed check,19.8,58.15,Yes,0-20
4140-WJAWW,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Credit card (automatic),19.85,108.05,Yes,0-20
6861-OKBCE,Female,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Credit card (automatic),20.1,221.35,Yes,0-20
1383-EZRWL,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Mailed check,20.05,164.85,Yes,0-20
7845-URHJN,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Bank transfer (automatic),20.15,156.25,Yes,0-20
8053-WWDRO,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Bank transfer (automatic),19.5,146.3,Yes,0-20
5688-KZTSN,Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,Yes,Electronic check,20,288.05,Yes,0-20
7812-FZHPE,Female,0,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Mailed check,24.1,409.9,Yes,0-20
7854-EKTJL,Female,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,Yes,Electronic check,19.6,35.85,Yes,0-20
0568-ONFPC,Male,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,Yes,Bank transfer (automatic),25.9,135,Yes,0-20
4903-UYAVB,Male,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Mailed check,19.35,126.05,Yes,0-20
6776-TLWOI,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Mailed check,19.85,64.55,Yes,0-20
4195-SMMNX,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Mailed check,20.35,33.2,Yes,0-20
1577-HKTFG,Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Bank transfer (automatic),19.65,655.85,Yes,21-40
4488-PSYCG,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Bank transfer (automatic),20.25,327.45,Yes,0-20
2565-JSLRY,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,Yes,Mailed check,24.05,24.05,Yes,0-20
7734-DBOAI,Female,0,Yes,Yes,1,No,No phone service,DSL,No,No,No,Yes,Yes,No,Monthly,No,Electronic check,40.1,40.1,Yes,0-20
1541-ETJZO,Male,0,No,No,1,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Monthly,No,Mailed check,62.05,62.05,Yes,0-20
1582-RAFML,Male,0,No,No,1,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Monthly,No,Mailed check,60.1,60.1,Yes,0-20
7851-FLGGQ,Male,0,No,No,1,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Monthly,Yes,Mailed check,44.65,44.65,Yes,0-20
1066-JKSGK,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Mailed check,20.15,20.15,Yes,0-20
4800-VHZKI,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,Yes,Mailed check,19.9,19.9,Yes,0-20
7989-CHGTL,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,Yes,Mailed check,19.6,19.6,Yes,0-20
1029-QFBEN,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Mailed check,19.55,19.55,Yes,0-20
3900-AQPHZ,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Mailed check,19.9,19.9,Yes,0-20
4678-DVQEO,Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Monthly,Yes,Electronic check,52.2,52.2,Yes,0-20
8329-IBCTI,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Mailed check,19.65,19.65,Yes,0-20
0107-WESLM,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,Yes,Electronic check,19.85,19.85,Yes,0-20
1725-MIMXW,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,Yes,Mailed check,19.45,19.45,Yes,0-20
1934-SJVJK,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Mailed check,20.15,20.15,Yes,0-20
7893-IXHRQ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Electronic check,20.55,20.55,Yes,0-20
